"pre","ACD","FOUT_avg","FOUT_max","FOUT_sum","MLOC_avg","MLOC_max","MLOC_sum","NBD_avg","NBD_max","NBD_sum","NOF_avg","NOF_max","NOF_sum","NOI","NOM_avg","NOM_max","NOM_sum","NOT","NSF_avg","NSF_max","NSF_sum","NSM_avg","NSM_max","NSM_sum","PAR_avg","PAR_max","PAR_sum","TLOC","CC_avg","CC_max","CC_sum","target"
1,0,0.230769230769231,3,3,1.23076923076923,3,16,1,1,13,1,1,1,0,13,13,13,1,0,0,0,0,0,0,0.153846153846154,1,2,50,1.15384615384615,3,15,FALSE
0,0,1.14285714285714,5,8,3,13,21,1.28571428571429,3,9,4,4,4,0,7,7,7,1,2,2,2,0,0,0,0.285714285714286,1,2,44,1.71428571428571,5,12,FALSE
0,0,0.375,1,3,1.25,2,10,1,1,8,3,3,3,0,8,8,8,1,0,0,0,0,0,0,0.375,1,3,32,1,1,8,FALSE
4,0,0.75,2,6,1.875,6,15,1,1,8,3,3,3,0,8,8,8,1,5,5,5,0,0,0,0.375,1,3,44,1.375,4,11,FALSE
4,0,0.666666666666667,4,14,1.95238095238095,13,41,0.952380952380952,1,20,9,9,9,0,21,21,21,1,0,0,0,0,0,0,0.428571428571429,1,9,95,1.33333333333333,9,28,FALSE
0,0,0.6,2,3,1.2,2,6,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.2,1,1,22,1,1,5,TRUE
0,0,0.666666666666667,3,10,2,6,30,1.06666666666667,2,16,6,6,6,0,15,15,15,1,5,5,5,0,0,0,0.466666666666667,1,7,76,1.26666666666667,4,19,FALSE
1,0,3.42857142857143,10,72,6.76190476190476,22,142,1.61904761904762,4,34,4,4,4,0,21,21,21,1,0,0,0,0,0,0,0.857142857142857,2,18,195,2.80952380952381,8,59,FALSE
1,0,0.5,1,1,1.5,2,3,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,11,1,1,2,FALSE
2,0,2,5,8,3.25,6,13,1.5,2,6,1,1,1,0,3,3,3,1,1,1,1,1,1,1,0.25,1,1,32,1.75,2,7,FALSE
1,0,13.5,20,27,12,17,24,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,1,2,35,1,1,2,FALSE
6,0,10.1428571428571,58,71,12.4285714285714,62,87,1.85714285714286,3,13,0,0,0,0,0,0,0,1,13,13,13,7,7,7,0.714285714285714,2,5,134,1.85714285714286,3,13,FALSE
0,0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,FALSE
33,3,4.12903225806452,14,128,6.93548387096774,22,215,1.90322580645161,4,59,1,1,1,0,8,8,8,1,3,3,3,23,23,23,0.709677419354839,4,22,338,2.41935483870968,9,75,FALSE
0,0,0.666666666666667,2,4,3.33333333333333,12,20,1.33333333333333,3,8,0,0,0,0,3,4,6,1,0,0,0,0,0,0,1,2,6,44,1.66666666666667,5,10,FALSE
3,0,7.23076923076923,32,94,13.9230769230769,58,181,2.61538461538462,4,34,0,0,0,0,13,13,13,1,0,0,0,0,0,0,1,2,13,236,5.46153846153846,21,71,FALSE
3,0,3.9,17,78,5.7,19,114,2,5,40,2,2,2,0,20,20,20,1,0,0,0,0,0,0,0.95,2,19,180,2.35,7,47,FALSE
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,20,20,0,0,0,0,0,0,24,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,15,0,0,0,0,0,0,18,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,FALSE
1,0,2.57142857142857,10,36,3.85714285714286,19,54,1.71428571428571,5,24,4,4,4,0,14,14,14,1,0,0,0,0,0,0,1,2,14,101,1.85714285714286,6,26,FALSE
1,0,1.6,4,8,1.6,4,8,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,1,1,5,27,1,1,5,FALSE
2,0,4.57142857142857,11,32,7.28571428571429,13,51,1.42857142857143,2,10,0,0,0,0,0,0,0,1,0,0,0,7,7,7,1.28571428571429,3,9,84,2.57142857142857,7,18,FALSE
10,1,2.19230769230769,18,57,3.84615384615385,25,100,1.5,5,39,5,5,5,0,26,26,26,1,0,0,0,0,0,0,0.730769230769231,2,19,176,1.65384615384615,7,43,FALSE
9,2,5.71428571428571,20,80,5.5,21,77,1.92857142857143,5,27,0,0,0,0,14,14,14,1,0,0,0,0,0,0,0.857142857142857,1,12,121,2.85714285714286,9,40,TRUE
5,0,6.5,9,13,6,8,12,2,3,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,2,3,23,2,3,4,FALSE
2,0,2.375,9,19,1.875,6,15,0.875,2,7,0,0,0,0,8,8,8,1,0,0,0,0,0,0,1,2,8,35,0.875,2,7,FALSE
0,0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,FALSE
4,2,10.1428571428571,35,71,16.8571428571429,72,118,2.28571428571429,4,16,7,7,7,0,7,7,7,1,0,0,0,0,0,0,0.857142857142857,2,6,171,2.57142857142857,6,18,FALSE
1,0,5.5,10,11,5,9,10,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,25,1,1,2,FALSE
6,0,2.75,4,11,5.5,8,22,2.25,3,9,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0.25,1,1,40,2.25,3,9,FALSE
9,1,4.26666666666667,12,64,5.86666666666667,16,88,2,4,30,1,1,1,0,15,15,15,1,0,0,0,0,0,0,1.33333333333333,4,20,145,2.06666666666667,4,31,FALSE
3,0,0.666666666666667,2,2,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666666666667,1,2,15,1,1,3,FALSE
2,0,0.857142857142857,2,6,1,1,7,1,1,7,0,0,0,0,7,7,7,1,0,0,0,0,0,0,0.142857142857143,1,1,28,1,1,7,FALSE
3,0,1.44444444444444,5,13,2.77777777777778,8,25,1.44444444444444,3,13,2,2,2,0,9,9,9,1,0,0,0,0,0,0,0.777777777777778,2,7,55,1.55555555555556,3,14,FALSE
3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1,1,1,FALSE
2,0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,10,1,1,2,FALSE
1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,1,TRUE
4,0,1.66666666666667,5,10,1.66666666666667,3,10,1.33333333333333,2,8,0,0,0,0,6,6,6,1,0,0,0,0,0,0,0.5,1,3,29,1.5,3,9,FALSE
5,1,3.9047619047619,21,82,4.76190476190476,31,100,1.47619047619048,5,31,2,2,2,0,21,21,21,1,0,0,0,0,0,0,0.761904761904762,2,16,165,2,8,42,TRUE
3,0,2.33333333333333,6,7,3,8,9,1,2,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666666666667,2,2,24,1,2,3,FALSE
14,1,2.37931034482759,14,69,4.24137931034483,40,123,1.3448275862069,5,39,6,6,6,0,29,29,29,1,0,0,0,0,0,0,0.620689655172414,3,18,208,1.55172413793103,9,45,TRUE
2,0,4,6,8,9,15,18,3,5,6,2,2,2,0,2,2,2,1,0,0,0,0,0,0,1,2,2,35,3,5,6,FALSE
9,0,2.73684210526316,19,52,4.52631578947368,22,86,1.47368421052632,4,28,2,4,4,0,9.5,18,19,1,0,0,0,0,0,0,0.894736842105263,3,17,152,1.89473684210526,7,36,FALSE
4,0,10,17,30,14,29,42,2,3,6,0,0,0,0,3,3,3,1,1,1,1,0,0,0,0.666666666666667,1,2,67,3.33333333333333,7,10,FALSE
2,0,0.25,1,1,1,1,4,1,1,4,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0.25,1,1,17,1,1,4,FALSE
2,0,2.54545454545455,10,28,4.18181818181818,18,46,1.27272727272727,3,14,3,3,3,0,11,11,11,1,0,0,0,0,0,0,0.545454545454545,2,6,86,1.45454545454545,4,16,FALSE
2,0,0.25,1,1,1,1,4,1,1,4,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0.25,1,1,17,1,1,4,FALSE
9,0,2.36363636363636,5,26,2.63636363636364,9,29,1.27272727272727,2,14,0,0,0,0,5,5,5,1,0,0,0,6,6,6,0.909090909090909,2,10,61,1.63636363636364,4,18,TRUE
1,1,7.5,11,15,13.5,19,27,2.5,3,5,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,46,3,4,6,FALSE
8,1,3.875,22,31,4.5,25,36,1.5,5,12,1,1,1,0,8,8,8,1,0,0,0,0,0,0,0.5,2,4,71,1.5,5,12,FALSE
4,1,5,18,35,5.28571428571429,25,37,1.71428571428571,4,12,0,0,0,0,7,7,7,1,0,0,0,0,0,0,0.857142857142857,2,6,68,2.14285714285714,6,15,FALSE
2,0,4.5,5,9,3.5,5,7,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,17,1.5,2,3,FALSE
5,0,4.4,12,44,6.3,14,63,2.5,5,25,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0.6,1,6,98,2.9,8,29,FALSE
5,1,7.33333333333333,22,22,11.6666666666667,34,35,2.33333333333333,5,7,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,1,3,58,3,7,9,FALSE
2,0,3.33333333333333,6,10,7,15,21,2.33333333333333,4,7,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,1,3,38,3,6,9,FALSE
4,0,1.33333333333333,3,8,2,5,12,1.33333333333333,2,8,0,0,0,0,6,6,6,1,0,0,0,0,0,0,0.5,1,3,30,1.33333333333333,2,8,FALSE
1,0,1.14285714285714,3,8,1,1,7,1,1,7,0,0,0,0,7,7,7,1,0,0,0,0,0,0,0.142857142857143,1,1,28,1,1,7,FALSE
3,0,1.44444444444444,5,13,2.77777777777778,8,25,1.44444444444444,3,13,2,2,2,0,9,9,9,1,0,0,0,0,0,0,0.777777777777778,2,7,55,1.55555555555556,3,14,FALSE
3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1,1,1,FALSE
2,0,0.5,1,1,1,1,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,10,1,1,2,FALSE
4,0,2.875,9,23,3.125,9,25,1.125,3,9,0,0,0,0,8,8,8,1,0,0,0,0,0,0,1,2,8,48,1.25,3,10,FALSE
3,0,3,7,24,2.75,9,22,1.375,2,11,0,0,0,0,8,8,8,1,0,0,0,0,0,0,0.875,2,7,49,1.625,3,13,FALSE
3,0,2.5,5,5,1.5,2,3,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,12,1,1,2,FALSE
2,0,3.5,7,7,3,5,6,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,16,1.5,2,3,FALSE
4,0,3,13,18,2.33333333333333,8,14,1,1,6,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.666666666666667,1,4,38,1,1,6,FALSE
4,0,7.88888888888889,21,71,11.2222222222222,39,101,2.44444444444444,6,22,1,2,2,0,4.5,8,9,1,0,0,0,0,0,0,1.22222222222222,3,11,147,3.44444444444444,11,31,FALSE
3,1,4.66666666666667,13,28,4.33333333333333,13,26,1.33333333333333,3,8,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.666666666666667,1,4,53,1.33333333333333,3,8,FALSE
3,0,0.4,1,2,1.6,4,8,1,2,5,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.8,1,4,21,1,2,5,FALSE
2,0,1,1,5,1,1,5,1,1,5,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,20,1,1,5,FALSE
2,0,1,1,5,1,1,5,1,1,5,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,20,1,1,5,FALSE
2,0,1,1,5,1,1,5,1,1,5,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,20,1,1,5,FALSE
3,0,1.33333333333333,3,8,2,5,12,1.33333333333333,2,8,0,0,0,0,6,6,6,1,0,0,0,0,0,0,0.5,1,3,30,1.33333333333333,2,8,FALSE
3,0,1.5,4,9,1.66666666666667,3,10,1.33333333333333,2,8,0,0,0,0,6,6,6,1,0,0,0,0,0,0,0.5,1,3,28,1.33333333333333,2,8,FALSE
4,0,4.66666666666667,16,28,7,22,42,1.83333333333333,4,11,0,0,0,0,6,6,6,1,0,0,0,0,0,0,1,2,6,67,2.5,6,15,FALSE
5,0,2.4,7,12,5.4,19,27,1.8,4,9,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,47,2.2,6,11,FALSE
0,0,2.5,4,10,3.75,6,15,1.5,2,6,2,2,2,0,4,4,4,1,0,0,0,0,0,0,1.25,3,5,32,1.75,3,7,FALSE
4,0,9,25,45,8.8,22,44,2,4,10,1,2,2,0,2.5,4,5,1,0,0,0,0,0,0,0.6,1,3,71,2.6,5,13,FALSE
2,1,3,16,18,4.83333333333333,24,29,1.66666666666667,5,10,2,2,2,0,6,6,6,1,0,0,0,0,0,0,0.5,1,3,50,1.16666666666667,2,7,FALSE
69,10,5.43712574850299,49,908,8.06586826347305,79,1347,1.70658682634731,5,285,6.16666666666667,36,37,0,27.8333333333333,152,167,1,2.66666666666667,16,16,0,0,0,0.598802395209581,4,100,1834,2.29940119760479,16,384,TRUE
4,0,2.33333333333333,8,21,2.88888888888889,12,26,1.44444444444444,4,13,2,2,2,0,9,9,9,1,0,0,0,0,0,0,0.555555555555556,2,5,55,1.44444444444444,4,13,FALSE
16,0,4.68965517241379,35,272,6.96551724137931,60,404,1.87931034482759,7,109,5.5,11,11,0,28,55,56,2,3.5,7,7,1,2,2,0.827586206896552,4,48,593,2.39655172413793,14,139,TRUE
2,0,6.5,19,26,9.75,25,39,2.25,4,9,1,1,1,0,3,3,3,1,1,1,1,1,1,1,0.25,1,1,66,2.5,5,10,FALSE
0,0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,18,1.5,2,3,FALSE
1,0,1.5,4,9,1,1,6,1,1,6,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.333333333333333,1,2,27,1,1,6,FALSE
1,0,1.90909090909091,5,21,2.72727272727273,6,30,1.36363636363636,2,15,3,3,3,0,11,11,11,1,1,1,1,0,0,0,0.727272727272727,2,8,65,1.36363636363636,2,15,FALSE
1,0,3,7,33,4.72727272727273,12,52,1.90909090909091,3,21,5,5,5,0,11,11,11,1,0,0,0,0,0,0,0.545454545454545,2,6,96,2,4,22,FALSE
5,3,5.07692307692308,15,66,8.84615384615385,45,115,2.23076923076923,7,29,0,0,0,0,12,12,12,1,1,1,1,1,1,1,0.769230769230769,2,10,164,3.15384615384615,14,41,FALSE
1,0,0,0,0,2,4,6,1.33333333333333,2,4,1,1,1,0,3,3,3,1,0,0,0,0,0,0,2.66666666666667,4,8,23,1.33333333333333,2,4,FALSE
1,1,3.09090909090909,6,34,6.18181818181818,16,68,1.90909090909091,3,21,3,3,3,0,11,11,11,1,0,0,0,0,0,0,1,4,11,105,2.18181818181818,5,24,FALSE
6,1,6,29,60,5.1,23,51,1.1,2,11,2,2,2,0,8,8,8,1,0,0,0,2,2,2,0.3,1,3,95,1,1,10,FALSE
2,0,4,12,12,8,24,24,2,4,6,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1.33333333333333,3,4,40,2.66666666666667,6,8,FALSE
1,0,2.4,8,12,2.6,8,13,1.2,2,6,1,1,1,0,5,5,5,1,0,0,0,0,0,0,1,3,5,33,1.2,2,6,FALSE
2,0,1,2,3,5,9,15,1.66666666666667,2,5,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.666666666666667,1,2,29,2.33333333333333,4,7,FALSE
3,1,4.45714285714286,25,156,7.31428571428571,52,256,2.02857142857143,6,71,5.33333333333333,7,16,0,11,14,33,1,0.333333333333333,1,1,0.666666666666667,2,2,0.685714285714286,6,24,379,2.57142857142857,15,90,TRUE
5,2,11.6666666666667,45,70,17.6666666666667,80,106,1.83333333333333,3,11,4,4,4,0,6,6,6,1,0,0,0,0,0,0,0.5,1,3,157,1.5,3,9,FALSE
1,0,1.6,3,8,3.6,9,18,1.6,3,8,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0,0,0,35,1.6,3,8,FALSE
6,0,5.33333333333333,22,48,5.88888888888889,15,53,1.11111111111111,2,10,1,1,1,0,7,7,7,1,1,1,1,2,2,2,0.666666666666667,2,6,91,1.11111111111111,2,10,FALSE
1,0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,16,1.5,2,3,FALSE
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,19,19,0,0,0,0,0,0,23,0,0,0,FALSE
6,1,7.28571428571429,35,102,7.35714285714286,35,103,1.28571428571429,3,18,3,3,3,0,13,13,13,1,0,0,0,1,1,1,0.928571428571429,3,13,169,1.42857142857143,6,20,FALSE
7,8,6.16129032258065,84,191,7.7741935483871,111,241,1.35483870967742,4,42,2.25,9,9,0,7.75,26,31,1,0,0,0,0,0,0,0.483870967741935,3,15,344,1.58064516129032,8,49,FALSE
1,0,1.6,3,8,3.6,9,18,1.6,3,8,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0,0,0,35,1.6,3,8,FALSE
3,0,4.42857142857143,18,31,4.42857142857143,13,31,1,1,7,0,0,0,0,6,6,6,1,0,0,0,1,1,1,0.714285714285714,2,5,65,1,1,7,FALSE
5,1,3.13333333333333,8,47,3.33333333333333,11,50,1.6,3,24,1,1,1,0,15,15,15,1,0,0,0,0,0,0,0.6,1,9,92,1.6,3,24,FALSE
0,0,1,3,3,2,4,6,1.33333333333333,2,4,1,1,1,0,3,3,3,1,0,0,0,0,0,0,0.333333333333333,1,1,17,1.33333333333333,2,4,FALSE
1,0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,18,1.5,2,3,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,FALSE
1,0,9.33333333333333,18,28,20.3333333333333,37,61,2.66666666666667,5,8,0,0,0,0,3,3,3,1,0,0,0,0,0,0,3,4,9,79,4.66666666666667,7,14,FALSE
1,0,4.625,12,37,4.625,10,37,1.125,2,9,1,1,1,0,8,8,8,1,0,0,0,0,0,0,0.5,1,4,74,1.25,3,10,FALSE
1,0,0.333333333333333,1,1,0.333333333333333,1,1,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1.33333333333333,3,4,14,1,1,3,FALSE
1,3,8.6,17,43,8.4,19,42,3.2,6,16,1,1,1,0,5,5,5,1,0,0,0,0,0,0,1.2,2,6,61,2.4,4,12,FALSE
3,5,4.225,27,169,7.825,57,313,2.075,8,83,11,20,22,0,19,35,38,1,1.5,3,3,0,0,0,0.925,4,37,450,2.85,16,114,TRUE
7,3,4.47058823529412,15,76,8.11764705882353,26,138,2.47058823529412,6,42,2,2,2,0,15,15,15,1,1,1,1,2,2,2,0.588235294117647,2,10,202,2.23529411764706,9,38,TRUE
1,0,0.714285714285714,1,5,1.42857142857143,4,10,1.14285714285714,2,8,1,1,1,0,7,7,7,1,0,0,0,0,0,0,1.28571428571429,3,9,29,1.14285714285714,2,8,FALSE
4,4,7.14285714285714,43,150,8.04761904761905,34,169,1.76190476190476,4,37,5,5,5,0,21,21,21,1,0,0,0,0,0,0,0.714285714285714,3,15,264,2.14285714285714,7,45,FALSE
3,0,5.76923076923077,15,75,7,24,91,1.84615384615385,3,24,1,2,2,0,6,10,12,1,0,0,0,0.5,1,1,0.538461538461538,1,7,140,2.46153846153846,6,32,TRUE
1,0,3.66666666666667,10,11,9,25,27,2.33333333333333,5,7,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666666666667,1,2,41,3,7,9,FALSE
2,0,4.5,12,36,4.375,15,35,1.375,4,11,0,0,0,0,8,8,8,1,0,0,0,0,0,0,0.75,2,6,69,1.375,4,11,FALSE
2,0,4.33333333333333,7,13,12,17,36,2.66666666666667,3,8,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,1,3,53,4.33333333333333,6,13,FALSE
2,3,5.66666666666667,15,34,7,19,42,2.16666666666667,5,13,0,0,0,0,6,6,6,1,0,0,0,0,0,0,0.833333333333333,1,5,66,1.66666666666667,4,10,FALSE
14,4,6.15909090909091,26,271,11.0454545454545,55,486,2.29545454545455,9,101,5,10,10,0,22,43,44,1,1,2,2,0,0,0,1,5,44,659,3.34090909090909,21,147,TRUE
1,0,3,6,18,10.5,29,63,1.83333333333333,3,11,0,0,0,0,6,6,6,1,0,0,0,0,0,0,1.16666666666667,3,7,90,4,9,24,FALSE
1,0,3,4,12,4.5,8,18,1.75,3,7,0,0,0,0,4,4,4,1,0,0,0,0,0,0,1.25,2,5,40,1.75,3,7,FALSE
6,5,6.54545454545455,26,144,12.9545454545455,48,285,2.90909090909091,7,64,4.5,6,9,0,11,15,22,1,0,0,0,0,0,0,0.772727272727273,2,17,364,4.13636363636364,16,91,TRUE
6,8,6.6,65,330,6.88,40,344,1.82,5,91,8,14,16,0,25,43,50,1,2.5,5,5,0,0,0,0.56,2,28,543,1.9,8,95,TRUE
1,0,2.07142857142857,8,29,5.07142857142857,19,71,1.78571428571429,3,25,2,2,2,0,14,14,14,1,0,0,0,0,0,0,1,3,14,116,2.21428571428571,6,31,FALSE
1,0,3.25,16,26,5.25,16,42,1.75,4,14,1,1,1,0,8,8,8,1,0,0,0,0,0,0,1.25,3,10,73,2.25,6,18,TRUE
4,0,4.25,12,17,7.75,26,31,2,4,8,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0.75,1,3,46,3.5,9,14,TRUE
16,3,3.5531914893617,24,167,4.5531914893617,26,214,1.68085106382979,7,79,3,6,6,0,23.5,44,47,1,0,0,0,0,0,0,0.723404255319149,2,34,355,1.93617021276596,8,91,TRUE
10,0,0.631578947368421,5,12,1.42105263157895,5,27,1.10526315789474,2,21,4,4,4,0,19,19,19,1,0,0,0,0,0,0,0.684210526315789,3,13,85,1.10526315789474,2,21,FALSE
1,0,1.42857142857143,2,10,3.14285714285714,4,22,1.71428571428571,2,12,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.714285714285714,1,5,43,1.71428571428571,2,12,FALSE
12,4,4.625,89,259,5.32142857142857,89,298,1.32142857142857,3,74,15,15,15,0,54,54,54,1,2,2,2,0,0,0,0.642857142857143,2,36,463,1.48214285714286,5,83,TRUE
5,0,3.36363636363636,9,37,8,28,88,2.54545454545455,10,28,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0.727272727272727,3,8,140,3.09090909090909,10,34,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,1,1,1,0,0,0,1.5,2,6,11,0,0,0,FALSE
15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95,95,95,0,0,0,0,0,0,99,0,0,0,FALSE
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,7,7,7,0,0,0,0.857142857142857,2,6,23,0,0,0,TRUE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,1,1,1,0,0,0,0.285714285714286,1,2,12,0,0,0,FALSE
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,14,0,0,0,0,0,0,0,0.5,1,7,23,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0.857142857142857,2,6,13,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,2,2,4,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1.5,2,3,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,5,0,0,0,FALSE
0,0,0,0,0,0.5,1,1,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,10,1,1,2,FALSE
0,0,0,0,0,0.5,1,1,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,10,1,1,2,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,8,0,0,0,0,0,0,12,0,0,0,FALSE
9,1,3.6,16,54,6,18,90,1.46666666666667,3,22,4.5,6,9,0,7.5,10,15,1,0.5,1,1,0,0,0,1,4,15,163,1.53333333333333,4,23,TRUE
4,2,3.66666666666667,17,44,5.41666666666667,31,65,1.41666666666667,2,17,5,5,5,0,12,12,12,1,1,1,1,0,0,0,0.583333333333333,1,7,119,1.33333333333333,2,16,TRUE
8,2,8.85714285714286,67,124,13.1428571428571,93,184,1.92857142857143,4,27,9,9,9,0,14,14,14,1,0,0,0,0,0,0,0.571428571428571,1,8,263,2,5,28,FALSE
8,4,9.69565217391304,51,223,13.2608695652174,84,305,2,5,46,10,10,10,0,23,23,23,1,1,1,1,0,0,0,0.652173913043478,2,15,417,2.91304347826087,12,67,FALSE
6,2,4.96666666666667,22,149,8.2,39,246,1.86666666666667,5,56,13,13,13,0,30,30,30,1,2,2,2,0,0,0,0.566666666666667,2,17,360,2.46666666666667,9,74,TRUE
4,4,7.35294117647059,32,125,11.9411764705882,64,203,1.76470588235294,4,30,7,7,7,0,17,17,17,1,1,1,1,0,0,0,0.529411764705882,2,9,293,2.70588235294118,12,46,TRUE
3,0,3,8,18,3,10,18,1,1,6,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.666666666666667,1,4,50,1,1,6,FALSE
8,0,3.83333333333333,9,46,8.25,21,99,2.41666666666667,4,29,0,0,0,0,0,0,0,1,2,2,2,12,12,12,1.33333333333333,3,16,144,3.41666666666667,8,41,TRUE
2,0,3.5,6,14,12,23,48,2,4,8,3,3,3,0,4,4,4,1,0,0,0,0,0,0,2.5,5,10,75,2.5,5,10,TRUE
0,0,0.5,1,1,2.5,5,5,1.5,2,3,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,18,1.5,2,3,FALSE
1,0,3,3,3,8,8,8,3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3,3,15,4,4,4,FALSE
1,0,1.57142857142857,5,11,3.14285714285714,7,22,1.14285714285714,2,8,4,4,4,0,7,7,7,1,0,0,0,0,0,0,1.85714285714286,8,13,53,1.14285714285714,2,8,TRUE
1,0,4.14285714285714,10,29,4.85714285714286,12,34,1.57142857142857,3,11,0,0,0,0,3,3,3,1,1,1,1,4,4,4,3.85714285714286,5,27,59,2,4,14,FALSE
0,0,1,3,7,2,7,14,1.28571428571429,3,9,2,2,2,0,7,7,7,1,0,0,0,0,0,0,0.714285714285714,2,5,33,1.28571428571429,3,9,FALSE
2,0,1.66666666666667,3,5,3.66666666666667,6,11,1.66666666666667,2,5,0,0,0,0,3,3,3,1,2,2,2,0,0,0,1.66666666666667,2,5,29,2,3,6,FALSE
1,0,10,10,10,21,21,21,3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3,3,30,9,9,9,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,16,16,0,0,0,0,0,0,20,0,0,0,TRUE
